RetainedRef	DuplicateRef
ENST00000638248.1	ENST00000357494.8
ENST00000620993.1	ENST00000646767.1
ENST00000672763.1	ENST00000399687.3
ENST00000707996.1	ENST00000169293.10
ENST00000627641.2	ENST00000415571.6
ENST00000628530.2	ENST00000465385.5
ENST00000646180.2	ENST00000263773.10
ENST00000503012.1	ENST00000626124.1
ENST00000621793.1	ENST00000478590.1
ENST00000634039.1	ENST00000572621.5
ENST00000437436.5	ENST00000422035.5
ENST00000437436.5	ENST00000415419.5
ENST00000437436.5	ENST00000400265.5
ENST00000437436.5	ENST00000446239.5
ENST00000613203.4	ENST00000617486.4
ENST00000457701.1	ENST00000418583.1
ENST00000457701.1	ENST00000425426.1
ENST00000457701.1	ENST00000414966.1
ENST00000457701.1	ENST00000436579.1
ENST00000457701.1	ENST00000458462.1
ENST00000457701.1	ENST00000439737.1
ENST00000646715.1	ENST00000558932.1
ENST00000710208.1	ENST00000703862.1
ENST00000632362.1	ENST00000522143.1
ENST00000610349.2	ENST00000390299.2
ENST00000672259.1	ENST00000671812.1
ENST00000618292.2	ENST00000449051.3
ENST00000489899.1	ENST00000470230.1
ENST00000489899.1	ENST00000491691.1
ENST00000489899.1	ENST00000469341.1
ENST00000708203.1	ENST00000502939.2
ENST00000635410.1	ENST00000595278.5
ENST00000707293.1	ENST00000395534.2
ENST00000707385.1	ENST00000270747.8
ENST00000672727.1	ENST00000545337.1
ENST00000476445.5	ENST00000486294.5
ENST00000476445.5	ENST00000486721.5
ENST00000476445.5	ENST00000477761.5
ENST00000476445.5	ENST00000478610.5
ENST00000673052.1	ENST00000587458.1
ENST00000672386.1	ENST00000652640.1
ENST00000634035.1	ENST00000539835.1
ENST00000709642.1	ENST00000593144.1
ENST00000644124.2	ENST00000302247.3
ENST00000632896.1	ENST00000492594.6
ENST00000613036.1	ENST00000621626.1
ENST00000710133.1	ENST00000495258.2
ENST00000383121.2	ENST00000383247.6
ENST00000709915.1	ENST00000409252.6
ENST00000434177.5	ENST00000359539.7
ENST00000643209.2	ENST00000533523.6
ENST00000671805.1	ENST00000301843.13
ENST00000711201.1	ENST00000444280.6
ENST00000634004.1	ENST00000341484.11
ENST00000673054.1	ENST00000564488.5
ENST00000709615.1	ENST00000345847.5
ENST00000643741.1	ENST00000559308.5
ENST00000642650.1	ENST00000557451.5
ENST00000634480.1	ENST00000432948.1
ENST00000627677.2	ENST00000526040.6
ENST00000628856.1	ENST00000626323.1
ENST00000628856.1	ENST00000628641.1
ENST00000628856.1	ENST00000498018.1
ENST00000711265.1	ENST00000460621.6
ENST00000507074.1	ENST00000631525.1
ENST00000634151.1	ENST00000564131.1
ENST00000707425.1	ENST00000540400.1
ENST00000633008.1	ENST00000574163.1
ENST00000672735.1	ENST00000588932.1
ENST00000633004.1	ENST00000611125.1
ENST00000617463.1	ENST00000587046.1
ENST00000633148.1	ENST00000631605.1
ENST00000451133.1	ENST00000425367.1
ENST00000451133.1	ENST00000431333.1
ENST00000451133.1	ENST00000453923.1
ENST00000632441.1	ENST00000576537.1
ENST00000643111.1	ENST00000555684.2
ENST00000707230.1	ENST00000482475.6
ENST00000708377.1	ENST00000239446.6
ENST00000476048.5	ENST00000490256.5
ENST00000476048.5	ENST00000463922.5
ENST00000476048.5	ENST00000489362.5
ENST00000476048.5	ENST00000462209.5
ENST00000476048.5	ENST00000459761.5
ENST00000476048.5	ENST00000461593.5
ENST00000419452.1	ENST00000429960.1
ENST00000673183.1	ENST00000381775.5
ENST00000637989.2	ENST00000621519.5
ENST00000417430.1	ENST00000419375.1
ENST00000709740.1	ENST00000411953.5
ENST00000416932.2	ENST00000457970.2
ENST00000416932.2	ENST00000400609.3
ENST00000416932.2	ENST00000456791.2
ENST00000710574.1	ENST00000528284.1
ENST00000575774.5	ENST00000476843.5
ENST00000672257.1	ENST00000444451.1
ENST00000707487.1	ENST00000571721.6
ENST00000631145.1	ENST00000520222.1
ENST00000628678.2	ENST00000371935.6
ENST00000634755.1	ENST00000587752.5
ENST00000449705.6	ENST00000451544.6
ENST00000449705.6	ENST00000399199.7
ENST00000708003.1	ENST00000439271.1
ENST00000638700.1	ENST00000640106.1
ENST00000638700.1	ENST00000639974.1
ENST00000672688.1	ENST00000573186.5
ENST00000673158.1	ENST00000515823.2
ENST00000707767.1	ENST00000574099.1
ENST00000711528.1	ENST00000395684.5
ENST00000648815.2	ENST00000649071.2
ENST00000535731.1	ENST00000626182.1
ENST00000633094.1	ENST00000517613.1
ENST00000644539.2	ENST00000616140.2
ENST00000643359.1	ENST00000557806.5
ENST00000709296.1	ENST00000566435.4
ENST00000484136.5	ENST00000466327.5
ENST00000708789.1	ENST00000554813.5
ENST00000433503.2	ENST00000427888.2
ENST00000433503.2	ENST00000436692.2
ENST00000433503.2	ENST00000419411.6
ENST00000710104.1	ENST00000614074.4
ENST00000672781.1	ENST00000673133.1
ENST00000498795.5	ENST00000480173.5
ENST00000498795.5	ENST00000495299.5
ENST00000639606.1	ENST00000264128.13
ENST00000632311.1	ENST00000610496.1
ENST00000633411.1	ENST00000580205.1
ENST00000672412.1	ENST00000573765.1
ENST00000627060.2	ENST00000625570.1
ENST00000671700.1	ENST00000616193.1
ENST00000616813.2	ENST00000611085.2
ENST00000709653.1	ENST00000443564.2
ENST00000672966.1	ENST00000514812.2
ENST00000673177.1	ENST00000304661.6
ENST00000617543.1	ENST00000618447.1
ENST00000707388.1	ENST00000471928.1
ENST00000710239.1	ENST00000472654.1
ENST00000633226.1	ENST00000570519.5
ENST00000710192.1	ENST00000703882.1
ENST00000490964.1	ENST00000494127.1
ENST00000490964.1	ENST00000488094.1
ENST00000490964.1	ENST00000461080.1
ENST00000490964.1	ENST00000465016.1
ENST00000416639.1	ENST00000443235.1
ENST00000416639.1	ENST00000433809.1
ENST00000592580.5	ENST00000626955.2
ENST00000625676.1	ENST00000523314.1
ENST00000646882.1	ENST00000529682.1
ENST00000622908.1	ENST00000461586.1
ENST00000418057.5	ENST00000426676.5
ENST00000418057.5	ENST00000438089.5
ENST00000418057.5	ENST00000447542.5
ENST00000418057.5	ENST00000412150.5
ENST00000418057.5	ENST00000450818.5
ENST00000418057.5	ENST00000440271.5
ENST00000672782.1	ENST00000503838.1
ENST00000626330.2	ENST00000544005.5
ENST00000709526.1	ENST00000367412.2
ENST00000460152.1	ENST00000474440.1
ENST00000460152.1	ENST00000469592.1
ENST00000460152.1	ENST00000484230.1
ENST00000460152.1	ENST00000485023.1
ENST00000495991.5	ENST00000475742.5
ENST00000472539.5	ENST00000496585.1
ENST00000416392.6	ENST00000433804.6
ENST00000631431.1	ENST00000533120.1
ENST00000630996.1	ENST00000334654.4
ENST00000710666.1	ENST00000496529.6
ENST00000631986.1	ENST00000575051.5
ENST00000435700.5	ENST00000375703.7
ENST00000709197.1	ENST00000581590.1
ENST00000628212.2	ENST00000465730.1
ENST00000646772.2	ENST00000216799.9
ENST00000671705.1	ENST00000673476.1
ENST00000417635.5	ENST00000400687.6
ENST00000646019.1	ENST00000558780.5
ENST00000711157.1	ENST00000646103.1
ENST00000672201.1	ENST00000455127.7
ENST00000471170.1	ENST00000494240.1
ENST00000484059.1	ENST00000463641.1
ENST00000616586.2	ENST00000572135.5
ENST00000710163.1	ENST00000704017.1
ENST00000452619.1	ENST00000437676.1
ENST00000452619.1	ENST00000439393.1
ENST00000452619.1	ENST00000447657.1
ENST00000452619.1	ENST00000437123.1
ENST00000452619.1	ENST00000441306.1
ENST00000452619.1	ENST00000515346.1
ENST00000603437.1	ENST00000634555.1
ENST00000633400.1	ENST00000603660.1
ENST00000633159.1	ENST00000390574.1
ENST00000710106.1	ENST00000615915.4
ENST00000484808.1	ENST00000625491.1
ENST00000673320.1	ENST00000672301.1
ENST00000638818.2	ENST00000646347.2
ENST00000638818.2	ENST00000638623.2
ENST00000638818.2	ENST00000643115.2
ENST00000708855.1	ENST00000556293.6
ENST00000632033.1	ENST00000518751.1
ENST00000631987.1	ENST00000620309.4
ENST00000646923.1	ENST00000539759.5
ENST00000646479.1	ENST00000533290.5
ENST00000647367.1	ENST00000555821.1
ENST00000637141.1	ENST00000420063.2
ENST00000419471.4	ENST00000415322.4
ENST00000419471.4	ENST00000430971.4
ENST00000645957.1	ENST00000433994.1
ENST00000632189.1	ENST00000556661.5
ENST00000628172.3	ENST00000344387.9
ENST00000673435.1	ENST00000673394.1
ENST00000673435.1	ENST00000672747.1
ENST00000673435.1	ENST00000672173.1
ENST00000628119.2	ENST00000405847.5
ENST00000271715.7	ENST00000710270.1
ENST00000507455.1	ENST00000627579.1
ENST00000711227.1	ENST00000477940.6
ENST00000709922.1	ENST00000462257.1
ENST00000633003.1	ENST00000528273.5
ENST00000710054.1	ENST00000376529.8
ENST00000419298.1	ENST00000418550.1
ENST00000419298.1	ENST00000423964.1
ENST00000419298.1	ENST00000417010.1
ENST00000419298.1	ENST00000430565.1
ENST00000711176.1	ENST00000415337.6
ENST00000642568.1	ENST00000644121.1
ENST00000707942.1	ENST00000477435.1
ENST00000673120.1	ENST00000565335.5
ENST00000708383.1	ENST00000341948.6
ENST00000633153.1	ENST00000576460.5
ENST00000435104.5	ENST00000421932.5
ENST00000435104.5	ENST00000428349.5
ENST00000435104.5	ENST00000416456.5
ENST00000435104.5	ENST00000417322.5
ENST00000632216.1	ENST00000390375.2
ENST00000707868.1	ENST00000399975.7
ENST00000648246.1	ENST00000647637.1
ENST00000646659.1	ENST00000396789.4
ENST00000709311.1	ENST00000486645.5
ENST00000707788.1	ENST00000575978.1
ENST00000635119.1	ENST00000599911.1
ENST00000707757.1	ENST00000476967.1
ENST00000489636.5	ENST00000461476.5
ENST00000489636.5	ENST00000482399.5
ENST00000708167.1	ENST00000561483.5
ENST00000633319.1	ENST00000575120.5
ENST00000455324.5	ENST00000418897.5
ENST00000710151.1	ENST00000703963.1
ENST00000710081.1	ENST00000376477.5
ENST00000496765.1	ENST00000477257.1
ENST00000496765.1	ENST00000462162.1
ENST00000496765.1	ENST00000495669.1
ENST00000496765.1	ENST00000461335.1
ENST00000496765.1	ENST00000496326.1
ENST00000496765.1	ENST00000478102.1
ENST00000649034.1	ENST00000650565.1
ENST00000638483.1	ENST00000638842.1
ENST00000634062.1	ENST00000390565.1
ENST00000632804.1	ENST00000619777.4
ENST00000710400.1	ENST00000594552.5
ENST00000626748.2	ENST00000302392.5
ENST00000600761.3	ENST00000575728.1
ENST00000610718.4	ENST00000622271.4
ENST00000709383.1	ENST00000447075.1
ENST00000446697.5	ENST00000450117.5
ENST00000709019.1	ENST00000641662.1
ENST00000633857.1	ENST00000528303.5
ENST00000647187.1	ENST00000530142.5
ENST00000601184.1	ENST00000623923.1
ENST00000639126.1	ENST00000618211.1
ENST00000639126.1	ENST00000620934.1
ENST00000673356.1	ENST00000673457.1
ENST00000673356.1	ENST00000671768.1
ENST00000673356.1	ENST00000673111.1
ENST00000673356.1	ENST00000672217.1
ENST00000673356.1	ENST00000672205.1
ENST00000673356.1	ENST00000673454.1
ENST00000673356.1	ENST00000671930.1
ENST00000708038.1	ENST00000489507.1
ENST00000709535.1	ENST00000673703.1
ENST00000672521.1	ENST00000671692.1
ENST00000632064.1	ENST00000572503.1
ENST00000457446.5	ENST00000422470.5
ENST00000640786.1	ENST00000522293.5
ENST00000572822.5	ENST00000496230.5
ENST00000673099.1	ENST00000576930.5
ENST00000709757.1	ENST00000444325.1
ENST00000486358.5	ENST00000461093.5
ENST00000486358.5	ENST00000472138.5
ENST00000486358.5	ENST00000469677.5
ENST00000632831.1	ENST00000517744.1
ENST00000626785.1	ENST00000479425.5
ENST00000709655.1	ENST00000441078.1
ENST00000633836.1	ENST00000390416.1
ENST00000633887.1	ENST00000530545.5
ENST00000487405.1	ENST00000493721.1
ENST00000487405.1	ENST00000498038.1
ENST00000631558.1	ENST00000576001.5
ENST00000628249.1	ENST00000545781.2
ENST00000493215.1	ENST00000462270.1
ENST00000493215.1	ENST00000460461.1
ENST00000493215.1	ENST00000488021.1
ENST00000493215.1	ENST00000461144.1
ENST00000493215.1	ENST00000467989.1
ENST00000493215.1	ENST00000470733.1
ENST00000707887.1	ENST00000475205.1
ENST00000619316.4	ENST00000618717.4
ENST00000624333.2	ENST00000623198.2
ENST00000618398.2	ENST00000338264.8
ENST00000710128.1	ENST00000704269.1
ENST00000708801.1	ENST00000556054.5
ENST00000709284.1	ENST00000562045.1
ENST00000639619.1	ENST00000639684.2
ENST00000639619.1	ENST00000639294.1
ENST00000639619.1	ENST00000638239.2
ENST00000639619.1	ENST00000639207.1
ENST00000639619.1	ENST00000640008.2
ENST00000639619.1	ENST00000640612.1
ENST00000639619.1	ENST00000640424.2
ENST00000626123.2	ENST00000532132.5
ENST00000616490.3	ENST00000404257.5
ENST00000620966.1	ENST00000474398.1
ENST00000710030.1	ENST00000624556.2
ENST00000707591.1	ENST00000383000.1
ENST00000626412.1	ENST00000635201.1
ENST00000708106.1	ENST00000596529.5
ENST00000632521.1	ENST00000620644.1
ENST00000646764.1	ENST00000555092.1
ENST00000642682.1	ENST00000532560.5
ENST00000410176.1	ENST00000411290.2
ENST00000406789.2	ENST00000381207.2
ENST00000631515.1	ENST00000517514.1
ENST00000434616.2	ENST00000429603.2
ENST00000648720.1	ENST00000648828.1
ENST00000672361.1	ENST00000541770.1
ENST00000711129.1	ENST00000381529.9
ENST00000547542.2	ENST00000549501.2
ENST00000547542.2	ENST00000548001.2
ENST00000547542.2	ENST00000552898.2
ENST00000547542.2	ENST00000552987.2
ENST00000547542.2	ENST00000547911.2
ENST00000634419.1	ENST00000511658.1
ENST00000629062.1	ENST00000524864.1
ENST00000708862.1	ENST00000556754.2
ENST00000633323.1	ENST00000424818.5
ENST00000644822.1	ENST00000560478.1
ENST00000449776.5	ENST00000430226.5
ENST00000449776.5	ENST00000399825.5
ENST00000710105.1	ENST00000595224.6
ENST00000709624.1	ENST00000308961.5
ENST00000642921.1	ENST00000541331.5
ENST00000633185.1	ENST00000523711.5
ENST00000625422.2	ENST00000431636.5
ENST00000527761.1	ENST00000707316.1
ENST00000636256.2	ENST00000616166.1
ENST00000636256.2	ENST00000636750.1
ENST00000636256.2	ENST00000640002.2
ENST00000426320.5	ENST00000452945.5
ENST00000492415.5	ENST00000468109.5
ENST00000627132.1	ENST00000443397.5
ENST00000639641.1	ENST00000389040.9
ENST00000631546.1	ENST00000544921.5
ENST00000645924.1	ENST00000531158.1
ENST00000639727.1	ENST00000393448.6
ENST00000634112.1	ENST00000592277.5
ENST00000711532.1	ENST00000582352.1
ENST00000633397.1	ENST00000621767.1
ENST00000709844.1	ENST00000433431.1
ENST00000640198.1	ENST00000519746.5
ENST00000711378.1	ENST00000574768.5
ENST00000438168.5	ENST00000437257.5
ENST00000438168.5	ENST00000412022.5
ENST00000438168.5	ENST00000426384.5
ENST00000438168.5	ENST00000420746.1
ENST00000438301.5	ENST00000449100.5
ENST00000438301.5	ENST00000438433.5
ENST00000438301.5	ENST00000446272.5
ENST00000710144.1	ENST00000704031.1
ENST00000632048.1	ENST00000395103.2
ENST00000647499.1	ENST00000530969.1
ENST00000576192.1	ENST00000566555.1
ENST00000707524.1	ENST00000527938.5
ENST00000709628.1	ENST00000591160.1
ENST00000633973.1	ENST00000525862.5
ENST00000632274.1	ENST00000580842.1
ENST00000708831.1	ENST00000530598.2
ENST00000710526.1	ENST00000504348.5
ENST00000613798.4	ENST00000455313.6
ENST00000626623.2	ENST00000347464.9
ENST00000635632.1	ENST00000587860.1
ENST00000551244.4	ENST00000549227.5
ENST00000708778.1	ENST00000554249.5
ENST00000628482.2	ENST00000612328.4
ENST00000710135.1	ENST00000619107.2
ENST00000477630.5	ENST00000461900.1
ENST00000477630.5	ENST00000490080.5
ENST00000477630.5	ENST00000474222.5
ENST00000477630.5	ENST00000490020.1
ENST00000477630.5	ENST00000485690.5
ENST00000706530.1	ENST00000377898.4
ENST00000432736.5	ENST00000427654.5
ENST00000709189.1	ENST00000342648.9
ENST00000626997.1	ENST00000533149.1
ENST00000628337.2	ENST00000426449.5
ENST00000488707.1	ENST00000466908.1
ENST00000488707.1	ENST00000490173.1
ENST00000709840.1	ENST00000440031.1
ENST00000634058.1	ENST00000566520.5
ENST00000707735.1	ENST00000429309.1
ENST00000707483.1	ENST00000576917.5
ENST00000628703.2	ENST00000533063.5
ENST00000631474.1	ENST00000531223.1
ENST00000634237.1	ENST00000600873.5
ENST00000623497.1	ENST00000622720.1
ENST00000672120.1	ENST00000537873.5
ENST00000476514.1	ENST00000485850.1
ENST00000629660.1	ENST00000477045.1
ENST00000709029.1	ENST00000596583.5
ENST00000456386.1	ENST00000418444.5
ENST00000456386.1	ENST00000428835.5
ENST00000710195.1	ENST00000704047.1
ENST00000707271.1	ENST00000684594.1
ENST00000710569.1	ENST00000530932.1
ENST00000646517.1	ENST00000542975.1
ENST00000632175.1	ENST00000575129.5
ENST00000672740.1	ENST00000573703.1
ENST00000707575.1	ENST00000399676.4
ENST00000710219.1	ENST00000376372.9
ENST00000672119.1	ENST00000673249.1
ENST00000632511.1	ENST00000573448.1
ENST00000621312.4	ENST00000617649.4
ENST00000449748.2	ENST00000454370.2
ENST00000449748.2	ENST00000454889.2
ENST00000449748.2	ENST00000383503.4
ENST00000449748.2	ENST00000444088.2
ENST00000633723.1	ENST00000577353.5
ENST00000633546.1	ENST00000464263.1
ENST00000634427.4	ENST00000476451.3
ENST00000634009.1	ENST00000567462.1
ENST00000373294.8	ENST00000628957.2
ENST00000583103.5	ENST00000469644.5
ENST00000634459.1	ENST00000478858.5
ENST00000639991.1	ENST00000471763.1
ENST00000467656.1	ENST00000491622.1
ENST00000467656.1	ENST00000475563.1
ENST00000708832.1	ENST00000534664.1
ENST00000643858.1	ENST00000344100.7
ENST00000649728.1	ENST00000649119.1
ENST00000672872.1	ENST00000614360.1
ENST00000708149.1	ENST00000419390.2
ENST00000633630.1	ENST00000603850.1
ENST00000645657.1	ENST00000439431.3
ENST00000640054.1	ENST00000461963.1
ENST00000707484.1	ENST00000576209.5
ENST00000498637.5	ENST00000461233.5
ENST00000498637.5	ENST00000484944.5
ENST00000498637.5	ENST00000491758.5
ENST00000498637.5	ENST00000465345.5
ENST00000498637.5	ENST00000489124.5
ENST00000616587.2	ENST00000404295.7
ENST00000710121.1	ENST00000704264.1
ENST00000707748.1	ENST00000416457.5
ENST00000639692.2	ENST00000306071.7
ENST00000644444.1	ENST00000532338.5
ENST00000673304.1	ENST00000573542.5
ENST00000709129.1	ENST00000525157.5
ENST00000673370.1	ENST00000565494.5
ENST00000638447.1	ENST00000584127.1
ENST00000672683.1	ENST00000395118.1
ENST00000419942.1	ENST00000428451.1
ENST00000419942.1	ENST00000454687.1
ENST00000419942.1	ENST00000417908.1
ENST00000419942.1	ENST00000383652.3
ENST00000419942.1	ENST00000446088.1
ENST00000460232.5	ENST00000490195.5
ENST00000460232.5	ENST00000465050.5
ENST00000460232.5	ENST00000493840.5
ENST00000460232.5	ENST00000491861.5
ENST00000634983.1	ENST00000388749.7
ENST00000633796.1	ENST00000614171.1
ENST00000622216.4	ENST00000611676.4
ENST00000622216.4	ENST00000622864.4
ENST00000622216.4	ENST00000622600.4
ENST00000622216.4	ENST00000616919.4
ENST00000622216.4	ENST00000618018.4
ENST00000622216.4	ENST00000619885.4
ENST00000622216.4	ENST00000618731.4
ENST00000622216.4	ENST00000537859.5
ENST00000632220.1	ENST00000575995.1
ENST00000516506.1	ENST00000516858.1
ENST00000621881.1	ENST00000611199.1
ENST00000711121.1	ENST00000431238.7
ENST00000445462.5	ENST00000399856.5
ENST00000445462.5	ENST00000452304.5
ENST00000454774.5	ENST00000400488.5
ENST00000618563.1	ENST00000620449.1
ENST00000618563.1	ENST00000617376.1
ENST00000640255.2	ENST00000638444.2
ENST00000646867.1	ENST00000558450.5
ENST00000550885.5	ENST00000546535.2
ENST00000709132.1	ENST00000470678.6
ENST00000610334.1	ENST00000441512.1
ENST00000491902.1	ENST00000338876.8
ENST00000707272.1	ENST00000684267.1
ENST00000708289.1	ENST00000526136.2
ENST00000620798.3	ENST00000622139.3
ENST00000672378.1	ENST00000672076.1
ENST00000709009.1	ENST00000533152.3
ENST00000709208.1	ENST00000392621.6
ENST00000620805.4	ENST00000540597.5
ENST00000643827.1	ENST00000554338.1
ENST00000467835.5	ENST00000473930.5
ENST00000467835.5	ENST00000492854.5
ENST00000467835.5	ENST00000466799.5
ENST00000417614.1	ENST00000413319.1
ENST00000417614.1	ENST00000436157.1
ENST00000627929.1	ENST00000483501.1
ENST00000551780.2	ENST00000551832.2
ENST00000551780.2	ENST00000552082.2
ENST00000551780.2	ENST00000550932.2
ENST00000644891.1	ENST00000399629.5
ENST00000673553.1	ENST00000622901.1
ENST00000555285.1	ENST00000630904.1
ENST00000434202.5	ENST00000423804.5
ENST00000434202.5	ENST00000438708.5
ENST00000434202.5	ENST00000423055.5
ENST00000434202.5	ENST00000383404.6
ENST00000434202.5	ENST00000423143.5
ENST00000434202.5	ENST00000375779.6
ENST00000612519.1	ENST00000453320.1
ENST00000708926.1	ENST00000628881.2
ENST00000633662.1	ENST00000526469.5
ENST00000634530.1	ENST00000502294.5
ENST00000633649.1	ENST00000619573.1
ENST00000632476.1	ENST00000619446.1
ENST00000642203.1	ENST00000560356.5
ENST00000638833.1	ENST00000580966.1
ENST00000672786.1	ENST00000346736.6
ENST00000638982.1	ENST00000473425.2
ENST00000451371.5	ENST00000421478.5
ENST00000451371.5	ENST00000427164.5
ENST00000451371.5	ENST00000400251.5
ENST00000451371.5	ENST00000414519.1
ENST00000451371.5	ENST00000376090.6
ENST00000645811.1	ENST00000485764.1
ENST00000707256.1	ENST00000683793.1
ENST00000632622.1	ENST00000615741.1
ENST00000642871.1	ENST00000530807.5
ENST00000632488.1	ENST00000590230.5
ENST00000455376.6	ENST00000432160.6
ENST00000455376.6	ENST00000419122.6
ENST00000455376.6	ENST00000400285.7
